date,hour,day_of_week,road_id,road_name,jurisdiction,capacity_vph,inflow_vph,avg_speed_kmh,occupancy_percent,rain_mm,temperature_c,humidity_percent,special_event,congestion_percent
2025-01-30,11,3,RD-08,Katol Road,NMC North-West,5400,2458,45.6,46.6,0.0,27.1,38.6,0,27.0
2025-01-30,11,3,RD-09,Koradi Road,NMC North,5600,3462,37.5,61.5,1.2,22.0,52.5,0,37.3
2025-01-30,11,3,RD-10,Manewada Road,NMC South-East,5000,4065,42.7,88.9,0.0,28.8,74.4,0,55.2
2025-01-30,11,3,RD-11,Besa Road,NMC South-East,4600,2840,46.7,66.5,0.0,35.5,83.1,0,44.5
2025-01-30,11,3,RD-12,Ring Road - East,NMRDA Ring,7600,2493,44.2,30.1,3.8,27.0,46.5,0,16.3
2025-01-30,12,3,RD-01,Wardha Road (NH-44),NMC South,6000,3040,46.0,49.4,8.6,25.5,60.9,0,31.0
2025-01-30,12,3,RD-02,Outer Ring Road,NMRDA Ring,8500,1576,51.8,19.5,0.0,32.9,55.7,0,11.4
2025-01-30,12,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2382,47.5,45.6,0.0,30.5,56.5,0,30.0
2025-01-30,12,3,RD-04,Airport Road,NMC South,5600,3282,42.7,60.2,0.0,24.6,72.7,0,35.7
2025-01-30,12,3,RD-05,Amravati Road,NMC West,7200,1244,53.4,18.5,2.2,32.6,67.6,0,10.2
2025-01-30,12,3,RD-06,Kamptee Road,NMC North,6000,2004,43.5,34.7,0.0,28.6,70.0,0,19.9
2025-01-30,12,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1134,55.1,25.8,1.4,20.6,35.4,0,16.7
2025-01-30,12,3,RD-08,Katol Road,NMC North-West,5400,1646,47.3,27.4,0.4,33.2,54.3,0,11.4
2025-01-30,12,3,RD-09,Koradi Road,NMC North,5600,2362,42.7,43.6,0.0,31.1,80.7,0,25.1
2025-01-30,12,3,RD-10,Manewada Road,NMC South-East,5000,2703,46.6,53.9,1.3,25.7,71.0,0,28.8
2025-01-30,12,3,RD-11,Besa Road,NMC South-East,4600,1822,51.5,36.2,0.0,31.7,60.2,0,23.8
2025-01-30,12,3,RD-12,Ring Road - East,NMRDA Ring,7600,1650,51.0,22.6,0.0,29.6,37.7,0,10.0
2025-01-30,13,3,RD-01,Wardha Road (NH-44),NMC South,6000,3267,41.1,54.0,1.3,34.6,62.8,0,32.1
2025-01-30,13,3,RD-02,Outer Ring Road,NMRDA Ring,8500,1473,46.3,15.1,0.0,35.7,95.0,0,11.4
2025-01-30,13,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2323,48.4,37.8,0.0,28.4,72.3,0,18.1
2025-01-30,13,3,RD-04,Airport Road,NMC South,5600,3529,40.9,65.7,0.0,26.2,56.4,0,38.6
2025-01-30,13,3,RD-05,Amravati Road,NMC West,7200,1308,50.4,22.0,3.2,25.4,47.0,0,13.1
2025-01-30,13,3,RD-06,Kamptee Road,NMC North,6000,2001,49.2,36.2,0.0,28.1,35.3,0,22.6
2025-01-30,13,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1152,52.7,25.2,2.1,23.5,87.4,0,18.6
2025-01-30,13,3,RD-08,Katol Road,NMC North-West,5400,1589,48.5,29.0,0.0,24.1,62.7,0,16.8
2025-01-30,13,3,RD-09,Koradi Road,NMC North,5600,2171,46.5,37.4,0.7,29.9,84.3,0,20.3
2025-01-30,13,3,RD-10,Manewada Road,NMC South-East,5000,2803,42.9,54.7,0.6,22.0,91.2,0,33.2
2025-01-30,13,3,RD-11,Besa Road,NMC South-East,4600,1762,49.8,39.6,0.3,28.9,58.4,0,23.8
2025-01-30,13,3,RD-12,Ring Road - East,NMRDA Ring,7600,1628,51.0,29.3,0.0,24.7,36.8,0,21.5
2025-01-30,14,3,RD-01,Wardha Road (NH-44),NMC South,6000,3429,47.1,55.0,0.0,31.3,85.3,0,31.3
2025-01-30,14,3,RD-02,Outer Ring Road,NMRDA Ring,8500,1408,51.1,15.3,0.0,29.7,79.0,0,11.4
2025-01-30,14,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2000,51.7,39.2,1.8,27.9,72.8,0,23.9
2025-01-30,14,3,RD-04,Airport Road,NMC South,5600,3481,41.1,60.0,0.0,28.2,61.6,0,34.3
2025-01-30,14,3,RD-05,Amravati Road,NMC West,7200,1241,49.1,14.4,0.4,27.1,49.2,0,3.8
2025-01-30,14,3,RD-06,Kamptee Road,NMC North,6000,1859,46.3,30.2,0.0,31.3,57.3,0,16.8
2025-01-30,14,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1057,56.8,14.1,1.5,25.0,48.5,0,5.5
2025-01-30,14,3,RD-08,Katol Road,NMC North-West,5400,1592,51.8,28.5,0.0,30.7,64.6,0,13.5
2025-01-30,14,3,RD-09,Koradi Road,NMC North,5600,2163,46.7,38.0,0.0,30.7,65.4,0,25.0
2025-01-30,14,3,RD-10,Manewada Road,NMC South-East,5000,2399,44.3,49.4,4.4,31.0,64.5,0,32.6
2025-01-30,14,3,RD-11,Besa Road,NMC South-East,4600,1788,48.7,36.6,1.8,25.6,77.8,0,23.4
2025-01-30,14,3,RD-12,Ring Road - East,NMRDA Ring,7600,1668,52.8,22.3,0.0,26.0,59.8,0,15.1
2025-01-30,15,3,RD-01,Wardha Road (NH-44),NMC South,6000,2843,43.7,48.0,4.6,26.5,69.5,0,31.0
2025-01-30,15,3,RD-02,Outer Ring Road,NMRDA Ring,8500,1552,49.5,22.0,2.2,30.4,63.6,0,16.7
2025-01-30,15,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2386,45.8,49.9,0.0,35.1,66.7,0,27.4
2025-01-30,15,3,RD-04,Airport Road,NMC South,5600,3261,43.4,59.1,4.2,30.0,52.3,0,35.9
2025-01-30,15,3,RD-05,Amravati Road,NMC West,7200,1237,50.9,18.0,1.9,34.0,55.1,0,13.1
2025-01-30,15,3,RD-06,Kamptee Road,NMC North,6000,2048,48.4,35.8,0.0,18.3,50.2,0,21.2
2025-01-30,15,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1153,52.5,23.4,1.4,35.8,48.0,0,17.9
2025-01-30,15,3,RD-08,Katol Road,NMC North-West,5400,1596,48.6,26.3,0.0,33.2,85.6,0,16.1
2025-01-30,15,3,RD-09,Koradi Road,NMC North,5600,2216,46.0,41.1,2.9,39.8,55.0,0,22.5
2025-01-30,15,3,RD-10,Manewada Road,NMC South-East,5000,2689,43.7,52.1,0.0,24.4,68.8,0,30.4
2025-01-30,15,3,RD-11,Besa Road,NMC South-East,4600,1862,53.9,48.7,2.3,28.9,58.0,0,29.1
2025-01-30,15,3,RD-12,Ring Road - East,NMRDA Ring,7600,1558,49.8,22.6,0.0,32.9,59.7,0,12.2
2025-01-30,16,3,RD-01,Wardha Road (NH-44),NMC South,6000,2961,41.5,53.5,3.1,27.9,61.4,0,28.6
2025-01-30,16,3,RD-02,Outer Ring Road,NMRDA Ring,8500,1501,49.5,16.0,2.5,25.4,59.7,0,6.0
2025-01-30,16,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2340,51.0,43.5,0.0,25.2,76.1,0,27.5
2025-01-30,16,3,RD-04,Airport Road,NMC South,5600,3308,41.0,59.9,1.9,28.4,59.2,0,32.1
2025-01-30,16,3,RD-05,Amravati Road,NMC West,7200,1352,51.0,17.6,0.4,32.1,62.0,0,11.9
2025-01-30,16,3,RD-06,Kamptee Road,NMC North,6000,1997,45.0,28.6,0.0,31.9,60.5,0,19.4
2025-01-30,16,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1138,52.1,23.3,1.9,19.7,68.4,0,9.3
2025-01-30,16,3,RD-08,Katol Road,NMC North-West,5400,1491,51.8,23.6,1.5,31.9,53.8,0,12.8
2025-01-30,16,3,RD-09,Koradi Road,NMC North,5600,1951,48.2,35.9,0.0,35.9,50.7,0,24.5
2025-01-30,16,3,RD-10,Manewada Road,NMC South-East,5000,2514,38.1,49.7,0.0,27.4,29.8,0,30.7
2025-01-30,16,3,RD-11,Besa Road,NMC South-East,4600,1874,50.3,40.6,0.2,24.7,82.3,0,24.0
2025-01-30,16,3,RD-12,Ring Road - East,NMRDA Ring,7600,1550,43.7,20.7,0.0,33.9,68.0,0,10.8
2025-01-30,17,3,RD-01,Wardha Road (NH-44),NMC South,6000,5176,33.2,84.5,2.3,32.5,68.5,0,48.3
2025-01-30,17,3,RD-02,Outer Ring Road,NMRDA Ring,8500,2365,49.2,22.7,0.0,25.2,60.0,0,13.8
2025-01-30,17,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,3665,39.6,68.8,0.0,22.6,88.2,0,35.9
2025-01-30,17,3,RD-04,Airport Road,NMC South,5600,4837,36.3,85.4,5.2,28.7,80.4,0,46.5
2025-01-30,17,3,RD-05,Amravati Road,NMC West,7200,1884,53.6,24.8,4.1,27.5,61.1,0,16.1
2025-01-30,17,3,RD-06,Kamptee Road,NMC North,6000,3216,38.7,55.3,1.8,31.4,76.9,0,37.5
2025-01-30,17,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1863,48.4,37.3,1.3,32.5,78.7,0,22.7
2025-01-30,17,3,RD-08,Katol Road,NMC North-West,5400,2328,46.1,45.3,0.0,21.9,49.0,0,26.2
2025-01-30,17,3,RD-09,Koradi Road,NMC North,5600,3394,44.1,62.2,0.3,35.7,66.5,0,35.2
2025-01-30,17,3,RD-10,Manewada Road,NMC South-East,5000,4025,37.8,77.2,0.0,37.3,79.7,0,40.9
2025-01-30,17,3,RD-11,Besa Road,NMC South-East,4600,2927,43.7,68.4,1.6,21.4,69.4,0,40.6
2025-01-30,17,3,RD-12,Ring Road - East,NMRDA Ring,7600,2570,46.7,33.0,0.0,30.8,66.4,0,22.2
2025-01-30,18,3,RD-01,Wardha Road (NH-44),NMC South,6000,5670,27.8,96.2,0.8,26.2,95.0,0,61.3
2025-01-30,18,3,RD-02,Outer Ring Road,NMRDA Ring,8500,3019,41.8,41.8,0.0,26.0,83.5,0,21.3
2025-01-30,18,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,4746,36.6,88.7,1.2,25.7,60.2,0,52.2
2025-01-30,18,3,RD-04,Airport Road,NMC South,5600,7191,20.8,110.0,0.0,28.0,70.6,0,65.0
2025-01-30,18,3,RD-05,Amravati Road,NMC West,7200,2527,43.7,35.0,0.0,30.8,43.9,0,21.7
2025-01-30,18,3,RD-06,Kamptee Road,NMC North,6000,3957,40.8,65.7,0.1,19.1,50.8,0,46.2
2025-01-30,18,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1961,46.1,46.4,2.7,27.6,46.7,0,25.5
2025-01-30,18,3,RD-08,Katol Road,NMC North-West,5400,3057,44.9,57.5,0.0,33.1,72.7,0,32.0
2025-01-30,18,3,RD-09,Koradi Road,NMC North,5600,4192,39.0,77.6,0.6,31.2,70.2,0,46.0
2025-01-30,18,3,RD-10,Manewada Road,NMC South-East,5000,5070,34.8,100.3,0.0,28.3,85.8,0,55.9
2025-01-30,18,3,RD-11,Besa Road,NMC South-East,4600,3477,40.2,82.4,1.4,32.2,41.6,0,46.8
2025-01-30,18,3,RD-12,Ring Road - East,NMRDA Ring,7600,3145,38.0,49.9,0.0,23.0,75.3,0,25.8
2025-01-30,19,3,RD-01,Wardha Road (NH-44),NMC South,6000,6520,24.7,110.0,3.3,33.8,43.9,0,69.7
2025-01-30,19,3,RD-02,Outer Ring Road,NMRDA Ring,8500,2942,46.5,34.9,3.6,23.8,63.1,0,18.5
2025-01-30,19,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,4701,36.1,83.9,0.0,21.8,32.6,0,51.5
2025-01-30,19,3,RD-04,Airport Road,NMC South,5600,7121,26.0,110.0,0.0,28.5,63.7,0,64.5
2025-01-30,19,3,RD-05,Amravati Road,NMC West,7200,2389,46.3,33.3,3.7,29.9,63.7,0,24.8
2025-01-30,19,3,RD-06,Kamptee Road,NMC North,6000,3902,39.4,62.9,3.5,27.4,60.9,0,39.6
2025-01-30,19,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,2194,46.2,41.7,0.6,28.0,70.4,0,21.5
2025-01-30,19,3,RD-08,Katol Road,NMC North-West,5400,3166,44.8,58.8,1.0,27.4,95.0,0,39.7
2025-01-30,19,3,RD-09,Koradi Road,NMC North,5600,4351,38.2,79.6,3.9,26.9,64.5,0,48.7
2025-01-30,19,3,RD-10,Manewada Road,NMC South-East,5000,5017,34.4,102.0,2.2,25.3,69.7,0,61.3
2025-01-30,19,3,RD-11,Besa Road,NMC South-East,4600,3883,39.5,87.6,3.2,26.0,26.7,0,50.7
2025-01-30,19,3,RD-12,Ring Road - East,NMRDA Ring,7600,3156,42.3,41.3,0.0,27.9,47.2,0,22.8
2025-01-30,20,3,RD-01,Wardha Road (NH-44),NMC South,6000,6076,26.8,98.5,0.0,24.5,95.0,0,58.1
2025-01-30,20,3,RD-02,Outer Ring Road,NMRDA Ring,8500,2846,41.1,33.3,2.6,33.3,67.2,0,17.3
2025-01-30,20,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,3757,37.7,71.5,4.3,25.4,70.2,0,43.3
2025-01-30,20,3,RD-04,Airport Road,NMC South,5600,6589,21.9,110.0,2.4,37.9,42.4,0,68.0
2025-01-30,20,3,RD-05,Amravati Road,NMC West,7200,2604,44.0,40.5,4.5,25.5,57.7,0,23.0
2025-01-30,20,3,RD-06,Kamptee Road,NMC North,6000,4146,37.6,67.9,0.1,32.7,47.2,0,40.0
2025-01-30,20,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,2237,53.6,43.3,3.2,28.3,36.5,0,23.6
2025-01-30,20,3,RD-08,Katol Road,NMC North-West,5400,2972,43.5,61.0,5.0,35.6,46.8,0,32.2
2025-01-30,20,3,RD-09,Koradi Road,NMC North,5600,4088,44.7,74.3,0.0,25.0,83.4,0,45.4
2025-01-30,20,3,RD-10,Manewada Road,NMC South-East,5000,5354,33.6,109.6,0.0,27.9,38.7,0,66.1
2025-01-30,20,3,RD-11,Besa Road,NMC South-East,4600,3476,40.1,76.6,0.0,27.7,60.7,0,44.5
2025-01-30,20,3,RD-12,Ring Road - East,NMRDA Ring,7600,3066,40.4,46.5,0.9,29.8,47.2,0,27.9
2025-01-30,21,3,RD-01,Wardha Road (NH-44),NMC South,6000,5104,32.4,80.9,0.0,29.4,68.9,0,47.5
2025-01-30,21,3,RD-02,Outer Ring Road,NMRDA Ring,8500,2164,49.2,26.7,0.0,24.2,47.9,0,15.9
2025-01-30,21,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,3706,38.0,71.6,6.4,26.0,46.8,0,42.1
2025-01-30,21,3,RD-04,Airport Road,NMC South,5600,5043,33.1,84.5,0.0,22.3,63.3,0,49.4
2025-01-30,21,3,RD-05,Amravati Road,NMC West,7200,1916,48.4,26.2,1.8,29.2,57.3,0,14.7
2025-01-30,21,3,RD-06,Kamptee Road,NMC North,6000,2999,40.9,53.8,0.1,27.1,64.1,0,28.4
2025-01-30,21,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1848,47.5,36.2,0.0,31.0,70.6,0,26.2
2025-01-30,21,3,RD-08,Katol Road,NMC North-West,5400,2347,46.0,44.8,2.1,24.7,77.2,0,30.0
2025-01-30,21,3,RD-09,Koradi Road,NMC North,5600,3220,47.0,57.6,0.0,18.8,65.0,0,33.3
2025-01-30,21,3,RD-10,Manewada Road,NMC South-East,5000,4376,38.7,89.7,0.8,29.2,55.8,0,48.3
2025-01-30,21,3,RD-11,Besa Road,NMC South-East,4600,2867,40.5,62.5,3.2,28.8,65.8,0,36.4
2025-01-30,21,3,RD-12,Ring Road - East,NMRDA Ring,7600,2447,39.9,31.6,0.3,18.6,39.0,0,16.4
2025-01-30,22,3,RD-01,Wardha Road (NH-44),NMC South,6000,3237,45.4,49.3,0.0,31.7,62.6,0,27.0
2025-01-30,22,3,RD-02,Outer Ring Road,NMRDA Ring,8500,1359,54.3,10.5,0.0,31.1,66.5,0,3.3
2025-01-30,22,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2231,47.0,48.1,0.0,32.1,66.0,0,32.4
2025-01-30,22,3,RD-04,Airport Road,NMC South,5600,3205,36.5,55.0,2.1,33.7,58.9,0,28.5
2025-01-30,22,3,RD-05,Amravati Road,NMC West,7200,1345,51.8,20.8,0.0,29.0,28.7,0,11.7
2025-01-30,22,3,RD-06,Kamptee Road,NMC North,6000,1993,51.9,29.4,0.5,20.8,68.3,0,13.5
2025-01-30,22,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1083,53.1,19.9,0.0,25.7,64.8,0,10.4
2025-01-30,22,3,RD-08,Katol Road,NMC North-West,5400,1680,48.3,28.6,0.0,30.0,76.3,0,16.5
2025-01-30,22,3,RD-09,Koradi Road,NMC North,5600,2066,47.8,34.4,3.7,27.6,68.8,0,24.1
2025-01-30,22,3,RD-10,Manewada Road,NMC South-East,5000,2334,49.0,49.5,1.3,31.2,39.0,0,30.3
2025-01-30,22,3,RD-11,Besa Road,NMC South-East,4600,1815,47.6,42.6,0.0,29.1,61.0,0,20.7
2025-01-30,22,3,RD-12,Ring Road - East,NMRDA Ring,7600,1623,50.6,19.4,0.0,30.9,71.5,0,8.8
2025-01-30,23,3,RD-01,Wardha Road (NH-44),NMC South,6000,3403,41.6,53.4,1.4,27.7,69.7,0,28.1
2025-01-30,23,3,RD-02,Outer Ring Road,NMRDA Ring,8500,1497,52.2,16.0,1.2,32.9,62.1,0,7.6
2025-01-30,23,3,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2555,46.5,44.4,0.0,27.9,70.9,0,20.9
2025-01-30,23,3,RD-04,Airport Road,NMC South,5600,3086,42.8,58.3,1.8,25.9,54.6,0,34.8
2025-01-30,23,3,RD-05,Amravati Road,NMC West,7200,1228,50.1,16.8,2.2,29.7,69.4,0,3.8
2025-01-30,23,3,RD-06,Kamptee Road,NMC North,6000,1932,46.3,29.4,3.0,28.7,77.1,0,13.0
2025-01-30,23,3,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1193,50.8,28.3,0.0,22.7,55.1,0,18.5
2025-01-30,23,3,RD-08,Katol Road,NMC North-West,5400,1541,47.9,27.0,1.7,27.4,68.6,0,21.2
2025-01-30,23,3,RD-09,Koradi Road,NMC North,5600,1984,50.1,38.0,4.1,32.0,54.8,0,24.7
2025-01-30,23,3,RD-10,Manewada Road,NMC South-East,5000,2655,43.0,53.7,0.0,27.0,54.3,0,31.7
2025-01-30,23,3,RD-11,Besa Road,NMC South-East,4600,1893,47.4,38.1,0.7,27.0,71.6,0,22.3
2025-01-30,23,3,RD-12,Ring Road - East,NMRDA Ring,7600,1496,50.0,23.0,1.0,23.1,77.3,0,13.8
2025-01-31,0,4,RD-01,Wardha Road (NH-44),NMC South,6000,3345,38.6,59.9,0.3,24.8,66.6,0,34.8
2025-01-31,0,4,RD-02,Outer Ring Road,NMRDA Ring,8500,1397,48.8,20.2,3.5,31.6,64.5,0,12.0
2025-01-31,0,4,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2342,52.6,42.6,0.0,21.8,37.6,0,22.2
2025-01-31,0,4,RD-04,Airport Road,NMC South,5600,3559,38.3,61.2,0.0,25.0,61.8,0,35.9
2025-01-31,0,4,RD-05,Amravati Road,NMC West,7200,1243,56.8,15.1,0.0,34.8,52.5,0,7.3
2025-01-31,0,4,RD-06,Kamptee Road,NMC North,6000,2119,50.4,35.3,2.4,31.4,66.8,0,20.8
2025-01-31,0,4,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1100,51.1,22.3,1.1,29.4,79.6,0,17.3
2025-01-31,0,4,RD-08,Katol Road,NMC North-West,5400,1642,49.7,35.2,1.4,27.1,66.7,0,16.4
2025-01-31,0,4,RD-09,Koradi Road,NMC North,5600,1979,49.4,31.8,0.0,28.1,69.1,0,16.5
2025-01-31,0,4,RD-10,Manewada Road,NMC South-East,5000,2404,49.4,51.3,3.7,27.9,60.8,0,32.6
2025-01-31,0,4,RD-11,Besa Road,NMC South-East,4600,1874,51.6,37.9,0.4,26.6,73.8,0,20.7
2025-01-31,0,4,RD-12,Ring Road - East,NMRDA Ring,7600,1880,47.7,25.6,0.0,25.3,55.6,0,15.0
2025-01-31,1,4,RD-01,Wardha Road (NH-44),NMC South,6000,3329,43.7,56.1,0.0,27.1,84.5,0,37.6
2025-01-31,1,4,RD-02,Outer Ring Road,NMRDA Ring,8500,1337,55.5,13.8,0.0,22.7,95.0,0,3.2
2025-01-31,1,4,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2288,47.9,43.9,0.4,28.5,64.6,0,27.4
2025-01-31,1,4,RD-04,Airport Road,NMC South,5600,3306,37.0,58.8,0.0,30.3,82.7,0,36.0
2025-01-31,1,4,RD-05,Amravati Road,NMC West,7200,1370,53.4,20.4,0.9,30.3,65.0,0,13.8
2025-01-31,1,4,RD-06,Kamptee Road,NMC North,6000,1803,47.4,34.4,0.0,31.1,82.9,0,11.7
2025-01-31,1,4,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1090,52.6,22.2,0.2,25.9,80.6,0,13.5
2025-01-31,1,4,RD-08,Katol Road,NMC North-West,5400,1572,52.9,31.2,0.0,22.8,68.3,0,18.6
2025-01-31,1,4,RD-09,Koradi Road,NMC North,5600,1982,51.5,35.0,0.0,31.6,46.3,0,22.8
2025-01-31,1,4,RD-10,Manewada Road,NMC South-East,5000,2514,44.5,48.6,0.3,26.6,47.9,0,33.9
2025-01-31,1,4,RD-11,Besa Road,NMC South-East,4600,1870,44.0,41.0,4.7,21.6,54.3,0,21.5
2025-01-31,1,4,RD-12,Ring Road - East,NMRDA Ring,7600,1675,52.6,21.5,3.0,26.7,77.7,0,12.6
2025-01-31,2,4,RD-01,Wardha Road (NH-44),NMC South,6000,2923,47.2,47.5,0.0,26.1,26.2,0,25.3
2025-01-31,2,4,RD-02,Outer Ring Road,NMRDA Ring,8500,1442,51.8,21.6,2.4,25.2,49.8,0,12.7
2025-01-31,2,4,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2437,48.1,41.1,0.0,22.9,82.0,0,22.5
2025-01-31,2,4,RD-04,Airport Road,NMC South,5600,3470,45.6,61.1,2.1,29.9,51.1,0,37.0
2025-01-31,2,4,RD-05,Amravati Road,NMC West,7200,1320,54.8,18.5,0.0,27.5,95.0,0,11.3
2025-01-31,2,4,RD-06,Kamptee Road,NMC North,6000,2066,47.4,32.5,1.2,29.2,63.9,0,17.2
2025-01-31,2,4,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1105,45.5,24.3,0.0,32.6,68.0,0,16.8
2025-01-31,2,4,RD-08,Katol Road,NMC North-West,5400,1600,48.2,29.7,0.0,27.2,59.8,0,19.0
2025-01-31,2,4,RD-09,Koradi Road,NMC North,5600,2036,42.5,37.0,4.0,26.6,67.4,0,21.3
2025-01-31,2,4,RD-10,Manewada Road,NMC South-East,5000,2520,47.9,54.3,0.0,31.6,56.5,0,33.6
2025-01-31,2,4,RD-11,Besa Road,NMC South-East,4600,1906,51.4,43.4,0.0,31.9,70.1,0,24.8
2025-01-31,2,4,RD-12,Ring Road - East,NMRDA Ring,7600,1606,56.8,21.9,0.3,28.8,62.5,0,13.6
2025-01-31,3,4,RD-01,Wardha Road (NH-44),NMC South,6000,3444,43.5,52.9,0.0,33.8,37.4,0,28.8
2025-01-31,3,4,RD-02,Outer Ring Road,NMRDA Ring,8500,1345,54.8,15.3,2.5,29.3,51.3,0,9.2
2025-01-31,3,4,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2580,47.7,47.2,0.0,24.8,77.4,0,24.1
2025-01-31,3,4,RD-04,Airport Road,NMC South,5600,3785,38.4,69.1,0.0,26.5,61.3,0,36.5
2025-01-31,3,4,RD-05,Amravati Road,NMC West,7200,1238,50.7,17.9,0.0,37.6,69.3,0,10.2
2025-01-31,3,4,RD-06,Kamptee Road,NMC North,6000,1994,49.3,29.2,0.0,31.7,66.7,0,14.4
2025-01-31,3,4,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1149,52.9,17.9,0.0,25.1,65.8,0,13.0
2025-01-31,3,4,RD-08,Katol Road,NMC North-West,5400,1567,51.5,26.0,2.1,24.7,59.7,0,13.6
2025-01-31,3,4,RD-09,Koradi Road,NMC North,5600,2056,49.2,37.9,0.0,30.6,63.7,0,18.7
2025-01-31,3,4,RD-10,Manewada Road,NMC South-East,5000,2263,44.3,43.4,5.6,33.2,52.5,0,21.7
2025-01-31,3,4,RD-11,Besa Road,NMC South-East,4600,1894,49.8,37.5,0.0,28.0,71.4,0,16.7
2025-01-31,3,4,RD-12,Ring Road - East,NMRDA Ring,7600,1545,51.0,15.1,6.1,23.3,69.6,0,12.2
2025-01-31,4,4,RD-01,Wardha Road (NH-44),NMC South,6000,3246,36.8,57.7,1.9,30.6,62.7,0,35.2
2025-01-31,4,4,RD-02,Outer Ring Road,NMRDA Ring,8500,1544,52.2,18.0,0.0,33.0,71.7,0,11.0
2025-01-31,4,4,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2235,47.3,44.6,0.0,28.4,40.9,0,24.3
2025-01-31,4,4,RD-04,Airport Road,NMC South,5600,3351,37.2,55.2,0.0,26.0,59.3,0,28.4
2025-01-31,4,4,RD-05,Amravati Road,NMC West,7200,1216,53.8,17.3,1.0,26.9,50.2,0,16.2
2025-01-31,4,4,RD-06,Kamptee Road,NMC North,6000,1868,51.2,30.9,1.1,24.9,88.0,0,20.2
2025-01-31,4,4,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1082,50.9,24.2,2.0,23.8,41.4,0,15.7
2025-01-31,4,4,RD-08,Katol Road,NMC North-West,5400,1619,52.7,36.3,0.0,29.3,63.4,0,21.6
2025-01-31,4,4,RD-09,Koradi Road,NMC North,5600,1899,44.9,31.7,0.0,27.4,59.3,0,19.6
2025-01-31,4,4,RD-10,Manewada Road,NMC South-East,5000,2577,51.2,50.5,0.0,28.1,53.9,0,30.4
2025-01-31,4,4,RD-11,Besa Road,NMC South-East,4600,1811,51.4,41.4,0.0,24.3,60.6,0,24.6
2025-01-31,4,4,RD-12,Ring Road - East,NMRDA Ring,7600,1555,48.1,17.0,0.0,36.1,78.4,0,11.5
2025-01-31,5,4,RD-01,Wardha Road (NH-44),NMC South,6000,3104,42.9,53.2,0.0,27.4,63.0,0,29.4
2025-01-31,5,4,RD-02,Outer Ring Road,NMRDA Ring,8500,1566,51.9,17.2,0.0,27.7,56.0,0,14.2
2025-01-31,5,4,RD-03,Central Avenue / Sitabuldi,NMC Central,5200,2118,45.7,37.2,3.2,26.4,53.4,0,20.3
2025-01-31,5,4,RD-04,Airport Road,NMC South,5600,3655,39.3,62.0,0.0,28.5,86.8,0,30.1
2025-01-31,5,4,RD-05,Amravati Road,NMC West,7200,1319,49.8,20.0,0.2,27.1,63.4,0,12.0
2025-01-31,5,4,RD-06,Kamptee Road,NMC North,6000,1899,45.4,35.8,1.1,26.2,59.1,0,25.1
2025-01-31,5,4,RD-07,Hingna Industrial Link,NMRDA West-South,4800,1099,54.0,19.6,3.7,31.3,58.2,0,8.8
2025-01-31,5,4,RD-08,Katol Road,NMC North-West,5400,1737,48.9,31.4,0.0,30.5,69.2,0,25.1
2025-01-31,5,4,RD-09,Koradi Road,NMC North,5600,2133,46.9,36.4,0.0,27.4,92.4,0,23.5
2025-01-31,5,4,RD-10,Manewada Road,NMC South-East,5000,2652,47.1,52.5,0.0,27.3,62.6,0,30.1
2025-01-31,5,4,RD-11,Besa Road,NMC South-East,4600,1779,47.7,44.7,0.7,28.0,71.7,0,21.6
